userName,content,score,thumbsUpCount,at
Maula Habibah,"gimana ini app seller uang gak bisa cair, dioper oper ke dari akun tiktok suruh ke tokped terus ke tiktok gak ada yg bener, mohkn bantuannya segera",1,0,2025-05-27 15:35:21
Oppo A3s,mantap,5,0,2025-05-27 15:29:45
Arif Pratama aji,"tambah ruwet, gopaylater gak bisa dipakai. komplain jawabannya gitu2 aja. bayar gk pernah telat. kalo ada rating dibawah bintang 1 tak pilih bintang -200. ruwet",1,0,2025-05-27 15:29:01
rofiatun mufida,lama² kok bikin berat aplikasinya,5,0,2025-05-27 15:09:18
Rudy Setiawan,"baguss, sering dapat diskon murah sekalii .. cuman kadang loading lama banget kalau mau checkout",5,0,2025-05-27 15:05:17
ichaa 21,"pesanan tiba tiba ke return sendiri ,cuma gara gara di status pengiriman katanya ""alamat pembeli tidak di temukan, mohon hubungi pusat bantuan tokopedia"" terus pas coba chat toko nya ,katanya pesanan saya di kembalikan ke penjual?,di return cuma gara gara alamat saya gak ketemu sama kurir nya? padahal alamat saya udah bener loh,dicek juga gak ada yg salah sama alamatnya,parah sih gak bertanggung jawab namanya. KECEWA👎🏼👎🏼👎🏼👎🏼",1,1,2025-05-27 15:04:34
Ismail 888,mantap,5,0,2025-05-27 15:00:36
Haki Akunnew,"Sebagai Seller untuk Menjual produk digital sangat Susah, biaya ongkir sangat mahal tdak bisa free",3,0,2025-05-27 14:56:07
Zaid Khairu Syabaab,wasap bangeet,5,0,2025-05-27 14:43:50
Effendi Fendi,saya mau belanja peralatan Mobel dg mingirim contoh barang,5,0,2025-05-27 14:38:01
Fernando Sirait,bisa buat tombol blokir gk.,1,0,2025-05-27 14:10:24
Ahmad afandi,keren aplikasi nya,5,0,2025-05-27 14:03:04
Lukih Larocha,"akun toko saya kenapa jadi hilang ???kemarin masih ada, sekarang harus disambung ke tokopedia seller & tiktok harus buat akun dan toko baru lagi... merepotkan dan bikin bingung penjual",2,1,2025-05-27 13:58:09
Kolak Kisik,sejak gabung Goto tambah banyak potongan ny. emang gak beres ini management,1,1,2025-05-27 13:51:20
Kartu Paket,tokopedia sekarang aneh banget. lain kali gak usah pakai jasa anteraja. kurir seenaknya mereturn paket customer dg alasan gak bisa dihubungi padahal paket tidak pernah di antar dan customer tidak pernah dihubungi. liat aja rating aplikanya aja satu. dan tokopedia lelet banget dalam penanganan masalah customer. super super lelet. lebih enak shopee atau lazada kalau ada kendala customer lansung di urus. pokoknya kapok pakai tokopedia.,1,1,2025-05-27 13:39:11
A NS,"diskonya bener2 gila tokped , mantul deh pokonya 🫰",5,0,2025-05-27 13:29:31
Asep Saefurrahman,mantaap,5,0,2025-05-27 13:29:16
A.A.I Diva Shely Aulia,aplikasi mudah digunakan,5,0,2025-05-27 13:27:46
William D (Xylpharion),"tolong dikembalikan lagi status online yg biasanya terlihat di chat room! bikin susah karena pengguna jadi tidak bisa melihat apakah seller sedang online, atau tidak. sistem yg tahun lalu masih ada, malah dihilangkan mulai tahun ini, sangat disayangkan....",2,1,2025-05-27 13:25:37
Agung Nurcahyo,status klaim barang selesai tp dana blm masuk ke saldo... sia² bayar asuransi,1,0,2025-05-27 13:22:39
вríllíαn nαdhíf,"makin sering beli makin hilang vouchers, bahkan vouchers free ongkir aja udh ga ada, jadi aplikasi sampah semenjak collab sama tiktok",1,1,2025-05-27 13:22:25
Rani Mariza,heran sama diri sendiri berkali kali kecewa masih kecele aja.. pokoknya udah yg terakhir deh ini👎,1,1,2025-05-27 13:12:23
One Nime,"jujur aja semakin jelek, voucher diskon pun jarang, pengguna setia malah no profit LOL fix pindah",1,2,2025-05-27 12:59:03
Yansky 92,mantap,5,0,2025-05-27 12:44:22
nddcom cbt,membantu,5,0,2025-05-27 12:42:10
Andi Darma,semenjak tokped di integrasi sama tiktok makin ribet. barang sudah sampai sudah di terima. masa saldo nya gak masuk2 udah seminggu lebih. makin ke sini bukannya makin bagus malah makin gak jelas ribet pula,1,1,2025-05-27 12:39:57
adiharyanto harahap,semngat,5,0,2025-05-27 11:39:00
Li Xiń,"apk mantap loginnya mudah, tdk seperti apk sebelah login susah patah"" pengiriman lama",5,0,2025-05-27 11:38:33
Rosa Gayatri,BAGUS,5,0,2025-05-27 11:27:16
Akhmad Qoyyim,"payah, barang hampir sebulan belum sampai, pas kita komplaim investigasinya lama banget dari tanggal 4 mei sampai sekarang bahkan mungkin sampai tahun depan ga bakal kelar masalahnya. tidak ada perkembangan, sangat sangat mengecewakan.",1,0,2025-05-27 11:24:55
indra waluya,ribet cara ganti alamat penerimaan,3,0,2025-05-27 11:19:31
Nining Rosdiana,kereen.. amanah..,5,0,2025-05-27 11:05:41
Alea suryana,good,4,0,2025-05-27 11:03:43
Android,tidak bisa masuk di akun tokopedia karna lupa pin dan mau riset pin otp nya di kirim via email sedangkan email sudah gak aktif cuma nomornya yang aktif dan agak ada opsi buat kirim otp via whatsapp atau sms,1,0,2025-05-27 11:01:37
Nendro Priatmodo,dapat membeli saldo E-toll,5,0,2025-05-27 10:54:19
Wakanda Gaming,lama pengiriman nya mending pakai shoope,1,0,2025-05-27 10:53:28
Kusael chanel,"payah... seller di toped banyak penipu, dan heran nya kok bisa lolos tanpa ada alamat seller, belanja sunco di kasih casing, di komplain barang tidak bisa dikembalikan krn alamat seller tidak lengkap, dan info dari toped, bahwa pembeli tidak respon, dan anehnya kita langsung di blok sehingga tidak memberikan ulasan parahkan.... asli parah toped terlihat seperti kerja sama sama seller",1,0,2025-05-27 10:53:25
Marie Pandjaitan,kualitas b arang yg dijual sesuai harga.,5,0,2025-05-27 10:51:35
Andrian Syah,"Jika ada Transaksi yg mengatas namakan Andriansyah Nasution itu bukan saya, saya tidak pernah sekalipun melakukan transaksi disini, bahkan akunnya saja tidak pernah saya daftar, terimakasih!",5,0,2025-05-27 10:49:25
Dede Sulaeman,"CS tokopedia busuk cuma dijawab sm AI, saya top up flazz status berhasil tapi saldo tidak bertambah. Mau komplain hubungi CS nya cuma dijawab AI yg jawabannya diulang2 sama sekali tidak ada solusi.",1,1,2025-05-27 10:33:56
Ady Munte,memuaskannn 👍👍👍👍🥳,5,0,2025-05-27 10:12:18
Muhammad Yusuf Adinata,tokopedia jelek sekali.. sangat mengganggu... banyak iklan di hp saya.. padahal sdh saya hapus... dzolim namanya,1,0,2025-05-27 10:11:49
Ridwan Refiadi “Ridwan Refiadi” Wikarta Dinata,Toped top pisan euy .... 6-6-🇲🇨❤️🇲🇨💚🇲🇨,5,0,2025-05-27 09:46:37
UMS HERBAL INDONESIA,Jangan keseringan update dong... Bikin kesel tiap mau buka aplikasi. Update mulu..,2,0,2025-05-27 09:38:46
Siti Sukaesih,Pelayanan dan respon oke mantap,5,0,2025-05-27 09:38:21
Dedi Hay,lagi di coba dulu,4,0,2025-05-27 09:34:55
Wahyu Saputra,bagus,5,0,2025-05-27 09:20:59
Hamda Sakhiyah,saya belanja disini selalu dpt harga murah,5,0,2025-05-27 09:11:54
Jamaludin Yasykur,"Beli barang dengan harga lumayan sejak 16 mei, pengiriman jnt dan id express, ajukan komplain pas udah lewat estimasi itupun tambah lagi 1 hari (22 Mei), malah ditolak karena katanya sudah dalam pengiriman, nunggu lagi 72 jam investigasi, sampe sekarang (27 Mei) masih belum sampai, tolong dong admin bantu track paket saya, barang nominalnya 2 digit😭",1,0,2025-05-27 09:06:58
Dixx Putra,"Serius Nyesal gw pake ni APK,ga jelas banget srius,gw udh transfer kok belum di verif pesanan gw,jadinya gw cancel aja deh pesanan gw ehh malah dana refund gw yg belum gw trima dah lbih dri 3/4 hari ni hati"" yaa kaliann",1,0,2025-05-27 08:38:29
kipli bent,"dua kali order 2 hri sttus pgriman brhnti disatu tmpt aja,1 hr mnunggu kurir full 24 jam g brbh sttus br besokny di pick up,bsokny lg br dkrm,parah....lama bget",1,0,2025-05-27 08:31:02
Sakila Khoeruniswa,ok,1,0,2025-05-27 08:26:15
Sutrisno Trisno,aplikasinya bagus banget bosqu,5,0,2025-05-27 08:25:21
Jelajah Payakumbuh Online,"Kalo ingin maju, jangan pake kurir siLELET !!!",1,0,2025-05-27 08:24:06
Melissa Djohar,"Sering hitam sendiri layarnya, shake2 nya keluar trus. Ada notifikasi shake2 trus, jadi ganggu banget kalo lagi cari2 barang. Tolong diperbaiki ya",4,2,2025-05-27 08:23:04
B J,"semoga tidak seperti toko or***e, barang sudah sampai hub terakhir malah gak diantar dan dikembalikan ke penj**l. 😔 semoga disini berbelanja aman, nyaman dan menyenangkan.",5,0,2025-05-27 08:14:12
Wandi Bengkel,puas pake tokopedia,5,0,2025-05-27 08:00:04
Azzam Octaviansyah putra,sangat baikk,5,0,2025-05-27 07:59:04
Cuenk Thoal,"aplikasinya sering update, bentar"" update",5,0,2025-05-27 07:58:55
Bobby Hill,"Customer Servicenya dimana Ngumpetnya... Cari in donk... Gak Nemu ngumpet dimana, padahal mereka digaji.",5,6,2025-05-27 07:53:16
dunawi awi,baik² saja lanjut,5,0,2025-05-27 07:25:05
Kak Way,Sekarang harga yg tertera berubah saat mau dicek out...model apalagi ya,3,0,2025-05-27 07:23:02
Rafa channel,ok,5,0,2025-05-27 07:15:56
april pandiangan,jadi banyak tambahan² biaya malah murah di platform lain.,2,0,2025-05-27 06:56:47
MUHAMMAD ABDUL ROZAQ,"Komplain ditokopedia sangat sulit yg pernah saya alami ,1 bulan lebih gak selesai ,sangat kapok berbelanja di tokopedia ,saya sangat kecewa,karna prosesnya sangat lama dan sangat ribet ,jaminan uang kembali sangat minim apabila tidak sabar dan harus detail bukti2 ,salah aju banding bisa wasalam kalah sama penjual yg nakal ,admin tokopedia sangat lama merespon dlm menindaklanjut di pusat resolusi ,sekarang sangat bobrok sekali pelayanannya ,saya pesan bagi pengguna baru dan pelanggan lama waspada",1,17,2025-05-27 06:54:50
ranies zahra,"seringg top up di tokped, selalu dapet promo, belanja apapun di tokped harga jadi miring sukses selalu tokped",5,0,2025-05-27 06:54:43
arif howard,oke,5,0,2025-05-27 06:44:01
amri yansyah,"sudah bagus, cuma masih ada juga toko2 yg agak2 nakal",5,0,2025-05-27 06:34:59
Hakim Towet,oke,5,0,2025-05-27 05:34:52
Esi Difla,"ganti nmr di akun, sudah bisa dan sdh terganti, tapi pas checkout menggunakan paylatter confirm codenya masih di kirim ke nomer yang lama.. gimana ya?",3,0,2025-05-27 05:23:05
khazaini ilman,"entahlah bagi orang lain, bagi sy ini keseringan update",5,0,2025-05-27 05:12:19
Real Man,"hati2 belanja di aplikasi tokopedia skrg aplg dgn bernilai uang besar. jelas2 penjual salah mendikripsikan barang dagangannya sehingga barang yg dibeli tidak bisa dipakai karena berbeda ukurannya. adminny tidak bersikap objektif, sudah kasih bukti dan ikuti sesuai yg diminta tetap aja melindungi penjual. Kesalahan penjual , pembeli yg dirugikan dan proses penyelesaian sangat lama. mendingan ke aplikasi orange, komplain mudah dan cepat.",1,45,2025-05-27 04:44:23
Ratih Binaryati,mntap..bnyk diskon.. perthn kn.....,5,0,2025-05-27 04:05:57
gumgum gumiwang,penyelesaian transaksi bermasalah bertele-tele,1,0,2025-05-27 02:55:25
Kapten Rizky,"aplikasi Tokopedia makin kesini makin kyak sampah gak guna, makin ribet semenjak penggabungan dgn tiktok",1,0,2025-05-27 02:46:23
risnandar cotay,ok,5,0,2025-05-27 02:35:54
Rudi Pratama,saya sangat senang aplikasi Tokopedia sangat menguntungkan,5,0,2025-05-27 02:29:22
pandawa03,bagus dan praktis,5,0,2025-05-27 02:08:18
Try Hapsari,sudah tidak ada gratis ongkir😭😭,3,0,2025-05-27 01:27:15
Muhamad Safei,"Kak ini promo gajian , tambahin dong nominal kupon nya jangan 7% , tambahin yg 20% samp 1juta dong ya 🙏",5,0,2025-05-27 01:21:05
Badriyah Hafid,"kenapa iklannya muncul di WA terus, sangat mengganggu",1,0,2025-05-27 01:06:41
Tony Candra,Uda konfirmasi usia tetap aja gak bisa beli pod via app. terus gunanya verifikasi KTP buat apa klo gak bisa via app buat nyolong data doang???,1,0,2025-05-27 00:41:13
Yuni Astutik,oke,5,0,2025-05-27 00:40:03
Achlan Setian dani,"oke, topp",5,0,2025-05-26 23:41:21
Dewy Yuli Yanti,bgussssss,5,0,2025-05-26 23:40:06
Zul Matrempit,Mqntap coy,5,0,2025-05-26 23:33:37
Karlina Rohmawati,KOCAK DIBATALKAN SISTEM APK CACAT,1,0,2025-05-26 23:27:00
Tri Mandono,baru pertama,3,0,2025-05-26 23:26:32
Edimas Nuri (Po'ing/Dimas),"mantap,... semenjak saya belanja di Tokopedia, tidak pernah kecewa denga apa yg saya pesen,...👍🏼",5,0,2025-05-26 23:25:38
Ahmad Jauharul Manan,baik,5,0,2025-05-26 23:22:06
Mancung Putra,Bembatalan pesanan terlalu ribet.,1,0,2025-05-26 22:47:18
Zivanna Avrilya,"sejauh ini apknya bagus, tapi tolong kasih fitur lacak posisi kurir dong. biar tahu paket kita sampe dimanaa.",5,0,2025-05-26 22:47:01
Sharp 1pk,baik,5,0,2025-05-26 22:29:02
Rijal Sbastian,bagus skalii,5,0,2025-05-26 22:09:37
Dede Rachman,"Tempat para penipu online berkumpul di Tokopedia, karena istri saya beli minyak goreng tapi yang dikirimnya bukan minyak goreng, sudah begitu dari Tokopedia nya tidak ada keberpihakan kepada pembeli, sehingga ini dapat menjadi lahan subur bagi para penipu lain, padahal banyak komen-komen yang kasusnya sama seperti istri saya, tapi Tokopedia tampaknya tidak mengambil tindakan apapun, enyah itu di banned atau apa lah buat toko online yang terindikasi menipu konsumen.Hati-hati buat konsumen lainnya",1,0,2025-05-26 22:07:21
Budiman Thiodono,Harga barangnya murah dan berkualitas premium..,5,14,2025-05-26 21:32:36
Ayud Taryudin,ok sangat membantu,5,0,2025-05-26 21:07:05
muhamad rofi,"GO-PAY later dibekukan padahal cicilan udah lunas semua, gk pernah nunggak",1,0,2025-05-26 21:05:24
Purwanto Anto,susah amat di update,4,0,2025-05-26 20:59:02
Radi Aja,👍🏻,5,0,2025-05-26 20:44:51
Revaldi Alghivary,kasih banyak voucher,1,0,2025-05-26 20:41:57
Darwanto,"Kalau bisa rating toko, barang dan pengiriman dibedakan, kasian juga sama penjual yg responnya cepet tapi pengiriman lambat, atau barang yg dijual jelek tapi after sale penjual baik dan pengiriman cepat,.. Pelanggan lama tapi promo nya hampir gak ada, beda sama dulu yg tiap bulan pasti ada aja promonya, mulai dari token, belanja, dll,... sekarang?",3,0,2025-05-26 20:31:12
Mbak Musiyam,mantap,5,0,2025-05-26 20:12:34
Ikram Kurniawansyah,"segini dulu, kalau sudah sesuai pelayanan nambah dah~",4,0,2025-05-26 19:58:37
AHMAD MUNDAKIR,"Lama ya di prosesnya, masa 24 jam gak selesai? pas mau Cancel harus nunggu penjualan juga😭Gimana dah...",2,0,2025-05-26 19:56:05
nendra nendra,sangat puas,5,0,2025-05-26 19:49:55
Sri Widodo,transaksi cepat pengiriman cepat & aman,5,0,2025-05-26 19:48:19
redmi Saya,"paling benci kalau dapat expedisi NINJA,JNE,ANTERAJA ,pengantaran melewati batas estimasi,kadang suka barang rusak atau hilang ,udah lama nunggu malah akhirnya ajukan komplain ,tolong beri edukasi pada expedisi tersebut",1,1,2025-05-26 19:46:55
Mochamad Nuryadi,top banget deh,5,0,2025-05-26 19:46:22
Harsono Byantara,ok,5,0,2025-05-26 19:32:38
Teknik Utama Sejahtera,"tolong perbaiki woy, Searching barang kok ga nongol nongol, ketik aki motobatt aja opps barang tidak ada. kena hack apa",3,0,2025-05-26 19:21:53
Kamaludin,apk tokopeda jelek pusat resolusinya lambat bikin jengkel. mengajukan pengembalian dana aja sampai berhari-hari Dan Sampai Saat ini takunjung kelar dan memakan waktu. hati2lah belanja disini banyak penjual penipu,1,2,2025-05-26 19:21:29
Nabil Alfatih,bagus,5,0,2025-05-26 19:13:48
kontol kambing,SYSTEM PENCARIAN NYA SANGAT BURUK... PAYAH...!!! MENDING SHOPEE,1,0,2025-05-26 19:09:23
Ahmad muklisin Himan,"tolong buat tokped & tiktok lebih mementingkan seller jngn memanjakan pembeli harus fer, masa bintang 1 lngsung dapet sangsi dihhhhh",3,0,2025-05-26 19:07:28
Zain Zain,mantap,5,0,2025-05-26 19:06:12
Santri Matematika,kok jadi ribet searching nya,5,0,2025-05-26 19:01:32
Ilianto Sahadi,"Bagus, tapi klw boleh usul sama para resiler, ""bisa cod dong"".",5,0,2025-05-26 18:57:26
bayu dwi Purnomo,"Dana pengembalian belum dikirim, informasi sudah disetujui asuransi tanggal 19 Mei 2025 2x24 jam akan dikembalikan, setelah ditanya tanggal 22 Mei 2025 butuh tambahan waktu sampai tanggal 23 Mei 2025, setelah ditanyakan kembali proses masih dalam pengecekan pihak asuransi kembali, dan informasi di tanggal 24 Mei 2025 ditanyakan kembali bawah proses pengecekan pihak asuransi tidak dapat diestimasi waktu penyelesaiannya sangat mengecewakan",1,0,2025-05-26 18:57:23
Yusup,transaksi gagal tapi tagihan paylater tetep ada mohon bantuan nya,1,0,2025-05-26 18:41:40
Robin Shen,tempat belanja online favorit ku ya Tokopedia 👍,5,0,2025-05-26 18:36:12
yanto,good,5,0,2025-05-26 18:35:47
Mujiono,"fitur search produk nya tolong di benahi, susah nyari produk nya",4,0,2025-05-26 18:34:35
M. Sofian,"apasih tokped ini,,ke menu pencarian saat diketik nama barang nya gak muncul. aneh bener sampe berulang ulang kali nama nya tetap gak ditemukan nama barang nya",2,0,2025-05-26 18:33:49
Jepa Ardiansyah,aplikasinya suka ada bug masak cari produk gak muncul di suruh pakai kata kunci lain,2,0,2025-05-26 18:33:18
Wididaw,ribet bgt masa ketik 'parfume' aja gak keluar2 produknya ribet,3,0,2025-05-26 18:32:36
Young Master,Sudah mulai sepi banget jualan di TOKOPEDIA,3,0,2025-05-26 18:31:31
Budi Utomo,"Tokped aneh, harga barang 60 ribu pas dicek total pesanan kok berubah jadi 87 ribu.. Itu hanya total harga barang saja belum termasuk proteksi,ongkir,dan biaya lain... Hati hati buat yang mau belanja harus dicek dulu..",2,0,2025-05-26 18:31:04
Sultan Ajhim,"pencarian sekarang kok malah di batasin yah?.. sebelum update biasanya nyari alat hunting atau sebagainya mudah banget di akses, lah sekarang pada hilang semua njir, gak bisa d cari",1,0,2025-05-26 18:30:55
Zhafran Meltama,banyak bug saya tidak dapat mencari barang,3,0,2025-05-26 18:28:03
Mahir Mahir,kenapa mitra Tokopedia masih di alihkan ke Tokopedia,5,0,2025-05-26 18:27:35
bimo heza,"ngaduin komplain ke pihak tokped kalau barang saya belum sampai, prosesnya lama, ribet, muter muter, padahal sudah jelas pihak kurir tidak memposting foto penerimaan barang dari kurir ke pihak pembeli. Buat apa ngaduin komplain kalau akhirnya saya tidak mendapat dana komplain. uang hangus, barang tidak dapat. mending lu hapus nih aplikasi. asli mending pake shopee dan lazada dari pada tokped. ampas",1,0,2025-05-26 18:24:56
Muhammad Anugrah Amin Abdullah,"aplikasi nya jelek banget, sering nge bug saat searching barang! mana gue mau beli itu barang cepet! eh terpaksa baru bisa belu besoknya karena TOKPED NGE BUG NYA PARAAAAAAHHHH BANGET! AYO LAH DEV KEMBANGKAN LAGI APK NYA!!!",1,0,2025-05-26 18:24:06
Simon Triono Sipahutar,Update terakhir yang guncang 6-6 kok gabisa kolom pencariannya? Disuruh ganti kata kunci mulu?? Tolong dibenerin!,2,1,2025-05-26 18:23:14
M Iswahyudi,setelah update aplikasi tambah jelek. setiap cari barang selalu tidak ada diminta utk ubah kata kunci. bukannya memberikan kemudahan malah ancur,1,0,2025-05-26 18:22:35
Parabola Rz,setelah di update sangat kacau untuk pencarian produk sangat susah .sangat kecewa ahirnya pindah ke olshop sebelah,1,1,2025-05-26 18:22:16
Yusuf Alkatir,apk makin gak jelas semua kata kunci pencarian gak bisa,1,0,2025-05-26 18:18:19
ghali apriyaldi,Sampah. gratis ongkir hilang. harga beda dengan yang di checkout.,1,0,2025-05-26 18:17:19
Zilmy Akbar,bugs mulu sekelas Tokopedia banyak masalah,1,0,2025-05-26 18:16:44
Hasan TMA,terlalu banyak pembatasan kata kunci pencarian.. kalah saing sama toko sebelah,1,0,2025-05-26 18:13:49
Zase Nathra,"komplen barang susah, ngga bisa upload video unboxing.. ketemu seler penipu di tokped tp ngga bisa komplen barang",2,0,2025-05-26 18:13:12
Neng Fatimah,"tolong aktifkan data di paylater tiktok pedian, saya ada pembayaran , tapi akun tiktok saya terblokir ..bagaimana saya bisa membayar jika tidak ada bantuan dari pihak kalian , sedangkan saya mau membayar nya , di telp terus ..di bantu kaga",1,2,2025-05-26 18:09:01
Abdur Rokhim,kenapa tidak bisa buwat top up dana,5,0,2025-05-26 18:06:12
Yosua pb,"Aplikasi bagus tidak ada bug, respon admin sangat baik. Tp 2024 sejak gabung tiktok, jdi kurang nyaman dipandang. Tp msh mending drpd oren",3,2,2025-05-26 18:05:31
Asep Kalimaturrohman Alhan,"Makin kesini makin gajelas banyak eror, untuk cari barang aja sering muncul ""Oopss, produk nggak ditemukan"", padahal keywordnya sangat umum dan kalo dicari dari google ketemu, ujung2nya tetep aja masuk ke app tokped lagi lewat URL di google... Ribet kalo fungsi pencarian di app error mulu!!!",1,148,2025-05-26 18:02:02
