userName,review,score,thumbsUpCount,at,clean_review,content_normalized,content_tokenizing,content_filtering,content_stemming
HILMAN N F,"mohon prinsip profesionalnya diterapkan lagi di sistem aplikasi Tokopedia yaitu customer service seorang human harus ada,jangan cuman ada chatbot saja,dan harusnya Tokopedia atau anak usahanya yaitu mitra Tokopedia ngasih pemberitahuan yg jelas bahwa mitra Tokopedia tidak lagi beroperasi, keterangan di aplikasi mitra Tokopedia hanya ngasih tahu bahwa transaksi digital dialihkan ke Tokopedia,saya cek di playstore tidak ada lagi aplikasi mitra Tokopedia berarti sudah berhenti beroperasi ya?",5,1,2025-05-24 19:40:18,mohon prinsip profesionalnya diterapkan lagi di sistem aplikasi tokopedia yaitu customer service seorang human harus adajangan cuman ada chatbot sajadan harusnya tokopedia atau anak usahanya yaitu mitra tokopedia ngasih pemberitahuan yg jelas bahwa mitra tokopedia tidak lagi beroperasi keterangan di aplikasi mitra tokopedia hanya ngasih tahu bahwa transaksi digital dialihkan ke tokopediasaya cek di playstore tidak ada lagi aplikasi mitra tokopedia berarti sudah berhenti beroperasi ya,mohon prinsip profesionalnya diterapkan lagi di sistem aplikasi tokopedia yaitu customer service seorang human harus adajangan cuman ada chatbot sajadan harusnya tokopedia atau anak usahanya yaitu mitra tokopedia ngasih pemberitahuan yg jelas bahwa mitra tokopedia tidak lagi beroperasi keterangan di aplikasi mitra tokopedia hanya ngasih tahu bahwa transaksi digital dialihkan ke tokopediasaya cek di playstore tidak ada lagi aplikasi mitra tokopedia berarti sudah berhenti beroperasi ya,"['mohon', 'prinsip', 'profesionalnya', 'diterapkan', 'lagi', 'di', 'sistem', 'aplikasi', 'tokopedia', 'yaitu', 'customer', 'service', 'seorang', 'human', 'harus', 'adajangan', 'cuman', 'ada', 'chatbot', 'sajadan', 'harusnya', 'tokopedia', 'atau', 'anak', 'usahanya', 'yaitu', 'mitra', 'tokopedia', 'ngasih', 'pemberitahuan', 'yg', 'jelas', 'bahwa', 'mitra', 'tokopedia', 'tidak', 'lagi', 'beroperasi', 'keterangan', 'di', 'aplikasi', 'mitra', 'tokopedia', 'hanya', 'ngasih', 'tahu', 'bahwa', 'transaksi', 'digital', 'dialihkan', 'ke', 'tokopediasaya', 'cek', 'di', 'playstore', 'tidak', 'ada', 'lagi', 'aplikasi', 'mitra', 'tokopedia', 'berarti', 'sudah', 'berhenti', 'beroperasi', 'ya']",mohon prinsip profesionalnya diterapkan sistem aplikasi tokopedia customer service human adajangan cuman chatbot sajadan tokopedia anak usahanya mitra tokopedia ngasih pemberitahuan yg mitra tokopedia beroperasi keterangan aplikasi mitra tokopedia ngasih transaksi digital dialihkan tokopediasaya cek playstore aplikasi mitra tokopedia berhenti beroperasi ya,mohon prinsip profesional terap sistem aplikasi tokopedia customer service human adajangan cuman chatbot sajadan tokopedia anak usaha mitra tokopedia ngasih pemberitahuan yg mitra tokopedia operasi terang aplikasi mitra tokopedia ngasih transaksi digital alih tokopediasaya cek playstore aplikasi mitra tokopedia henti operasi ya
Muhammad Rudi,"yg bales bot gak sih?, rating 4 keatas jawaban nya template , rating 3 kebawah pun sama",1,2,2025-05-24 16:34:04,yg bales bot gak sih rating  keatas jawaban nya template  rating  kebawah pun sama,yg bales bot tidak sih rating keatas jawaban nya template rating kebawah pun sama,"['yg', 'bales', 'bot', 'tidak', 'sih', 'rating', 'keatas', 'jawaban', 'nya', 'template', 'rating', 'kebawah', 'pun', 'sama']",yg bales bot sih rating keatas nya template rating kebawah,yg bales bot sih rating atas nya template rating bawah
Agus Prasetiawan,"kecewa sama aplikasi tokopedia. belanja 4 item tapi yang tertera di label cuma 2 macam item alhasil dari seller cuma dikirim 2. ini kedua kalinya saya mengalami hal seperti ini, (toko yang berbeda). entah ini bug atau apa. tolong diperbaiki",2,1,2025-05-24 13:39:38,kecewa sama aplikasi tokopedia belanja  item tapi yang tertera di label cuma  macam item alhasil dari seller cuma dikirim  ini kedua kalinya saya mengalami hal seperti ini  entah ini bug atau apa tolong dipeaiki,kecewa sama aplikasi tokopedia belanja item tapi yang tertera di label cuma macam item alhasil dari seller cuma dikirim ini kedua kalinya saya mengalami hal seperti ini entah ini bug atau apa tolong dipeaiki,"['kecewa', 'sama', 'aplikasi', 'tokopedia', 'belanja', 'item', 'tapi', 'yang', 'tertera', 'di', 'label', 'cuma', 'macam', 'item', 'alhasil', 'dari', 'seller', 'cuma', 'dikirim', 'ini', 'kedua', 'kalinya', 'saya', 'mengalami', 'hal', 'seperti', 'ini', 'entah', 'ini', 'bug', 'atau', 'apa', 'tolong', 'dipeaiki']",kecewa aplikasi tokopedia belanja item tertera label item alhasil seller dikirim kalinya mengalami bug tolong dipeaiki,kecewa aplikasi tokopedia belanja item tera label item alhasil seller kirim kali alami bug tolong dipeaiki
Haywel,hubungin chat CS mau komplain kiriman ga sampai2 yg jawab malah AI.,1,1,2025-05-24 13:02:30,hubungin chat cs mau komplain kiriman ga sampai yg jawab malah ai,hubungin chat cs mau komplain kiriman tidak sampai yg jawab malah ai,"['hubungin', 'chat', 'cs', 'mau', 'komplain', 'kiriman', 'tidak', 'sampai', 'yg', 'jawab', 'malah', 'ai']",hubungin chat cs komplain kiriman yg ai,hubungin chat cs komplain kirim yg ai
Ros Mini,"Mitra Tokopedia ngeri ih..mau verifikasi akun buat refund dana mitra VA, harus foto ktp sm selfie pegang ktp, pas udah ketarik saldonya, apk nya sdh gak bisa kepake, trus malah diteror pinjol, penagih utang, sm penipuan, untung hp gw punya penyaring tlpn spam. Ih bahaya bgt MITRA TOKOPEDIA. Data mitra koq bisa bocor gitu ih",1,3,2025-05-24 12:39:02,mitra tokopedia ngeri ihmau verifikasi akun buat refund dana mitra va harus foto ktp sm selfie pegang ktp pas udah ketarik saldonya apk nya sdh gak bisa kepake trus malah diteror pinjol penagih utang sm penipuan untung hp gw punya penyaring tlpn spam ih bahaya bgt mitra tokopedia data mitra koq bisa bocor gitu ih,mitra tokopedia ngeri ihmau verifikasi akun buat refund dana mitra va harus foto ktp sama selfie pegang ktp pas sudah ketarik saldonya apk nya sdh tidak bisa kepake trus malah diteror pinjol penagih utang sama penipuan untung hp gw punya penyaring tlpn spam ih bahaya banget mitra tokopedia data mitra koq bisa bocor gitu ih,"['mitra', 'tokopedia', 'ngeri', 'ihmau', 'verifikasi', 'akun', 'buat', 'refund', 'dana', 'mitra', 'va', 'harus', 'foto', 'ktp', 'sama', 'selfie', 'pegang', 'ktp', 'pas', 'sudah', 'ketarik', 'saldonya', 'apk', 'nya', 'sdh', 'tidak', 'bisa', 'kepake', 'trus', 'malah', 'diteror', 'pinjol', 'penagih', 'utang', 'sama', 'penipuan', 'untung', 'hp', 'gw', 'punya', 'penyaring', 'tlpn', 'spam', 'ih', 'bahaya', 'banget', 'mitra', 'tokopedia', 'data', 'mitra', 'koq', 'bisa', 'bocor', 'gitu', 'ih']",mitra tokopedia ngeri ihmau verifikasi akun refund dana mitra va foto ktp selfie pegang ktp pas ketarik saldonya apk nya sdh kepake trus diteror pinjol penagih utang penipuan untung hp gw penyaring tlpn spam ih bahaya banget mitra tokopedia data mitra koq bocor gitu ih,mitra tokopedia ngeri ihmau verifikasi akun refund dana mitra va foto ktp selfie pegang ktp pas tarik saldo apk nya sdh kepake trus teror pinjol tagih utang tipu untung hp gw nyaring tlpn spam ih bahaya banget mitra tokopedia data mitra koq bocor gitu ih
Akhun Kediuk,"aplikasi ini yang paling berat,lelet saat dibuka,sangat butuh waktu lama utk mengungah poto atau lainnya.mesti nya bisa belanja 4 item,dpt nya 1 atau 2 aja.saat diklik, nanti kembalinya ke awal lagi,kita mesti scrool lagi keatas.😤😴😥",4,8,2025-05-24 11:01:29,aplikasi ini yang paling beratlelet saat dibukasangat butuh waktu lama utk mengungah poto atau lainnyamesti nya bisa belanja  itemdpt nya  atau  ajasaat diklik nanti kembalinya ke awal lagikita mesti scrool lagi keatas,aplikasi ini yang paling beratlelet saat dibukasangat butuh waktu lama utk mengungah poto atau lainnyamesti nya bisa belanja itemdpt nya atau ajasaat diklik nanti kembalinya ke awal lagikita mesti scrool lagi keatas,"['aplikasi', 'ini', 'yang', 'paling', 'beratlelet', 'saat', 'dibukasangat', 'butuh', 'waktu', 'lama', 'utk', 'mengungah', 'poto', 'atau', 'lainnyamesti', 'nya', 'bisa', 'belanja', 'itemdpt', 'nya', 'atau', 'ajasaat', 'diklik', 'nanti', 'kembalinya', 'ke', 'awal', 'lagikita', 'mesti', 'scrool', 'lagi', 'keatas']",aplikasi beratlelet dibukasangat butuh utk mengungah poto lainnyamesti nya belanja itemdpt nya ajasaat diklik kembalinya lagikita mesti scrool keatas,aplikasi beratlelet dibukasangat butuh utk mengungah poto lainnyamesti nya belanja itemdpt nya ajasaat klik kembali lagikita mesti scrool atas
Sam sem gaming,"lu ngapain gabung ke tiktok,dah bener tokped aja ngapain gabung ,bukan makin berkembang makin ancur toko gw ,,mana ada pinjaman modal toko ,,gara gara lu gabung gw malah gak bisa setor ,,ancur gara gara lu gabung ke tiktok,,pencairan seminggu,,gak bisa muter gak bisa setor ,,modal pas Pasan ,,pekok emang pengurus tokped gak punya otak",1,1,2025-05-24 11:01:15,lu ngapain gabung ke tiktokdah bener tokped aja ngapain gabung bukan makin berkembang makin ancur toko gw mana ada pinan modal toko gara gara lu gabung gw malah gak bisa setor ancur gara gara lu gabung ke tiktokpencairan segak bisa muter gak bisa setor modal pas pasan pekok emang pengurus tokped gak punya otak,lu ngapain gabung ke tiktokdah benar tokped saja ngapain gabung bukan makin berkembang makin ancur toko gw mana ada pinan modal toko gara gara lu gabung gw malah tidak bisa setor ancur gara gara lu gabung ke tiktokpencairan segak bisa muter tidak bisa setor modal pas pasan pekok emang pengurus tokped tidak punya otak,"['lu', 'ngapain', 'gabung', 'ke', 'tiktokdah', 'benar', 'tokped', 'saja', 'ngapain', 'gabung', 'bukan', 'makin', 'berkembang', 'makin', 'ancur', 'toko', 'gw', 'mana', 'ada', 'pinan', 'modal', 'toko', 'gara', 'gara', 'lu', 'gabung', 'gw', 'malah', 'tidak', 'bisa', 'setor', 'ancur', 'gara', 'gara', 'lu', 'gabung', 'ke', 'tiktokpencairan', 'segak', 'bisa', 'muter', 'tidak', 'bisa', 'setor', 'modal', 'pas', 'pasan', 'pekok', 'emang', 'pengurus', 'tokped', 'tidak', 'punya', 'otak']",lu ngapain gabung tiktokdah tokped ngapain gabung berkembang ancur toko gw pinan modal toko gara gara lu gabung gw setor ancur gara gara lu gabung tiktokpencairan segak muter setor modal pas pasan pekok emang pengurus tokped otak,lu ngapain gabung tiktokdah tokped ngapain gabung kembang ancur toko gw pin modal toko gara gara lu gabung gw setor ancur gara gara lu gabung tiktokpencairan segak muter setor modal pas pas kok emang urus tokped otak
Susyanto,"saran saya Tokopedia mencontoh shopee ada penilaian untuk kurir, karena kurir seenaknya ngirim barang lama tanpa ada penilaian kasihan yg jadi sasaran sellernya",3,2,2025-05-24 07:29:49,saran saya tokopedia mencontoh shopee ada penilaian untuk kurir karena kurir seenaknya ngirim barang lama tanpa ada penilaian kasihan yg jadi sasaran sellernya,saran saya tokopedia mencontoh shopee ada penilaian untuk kurir karena kurir seenaknya ngirim barang lama tanpa ada penilaian kasihan yg jadi sasaran sellernya,"['saran', 'saya', 'tokopedia', 'mencontoh', 'shopee', 'ada', 'penilaian', 'untuk', 'kurir', 'karena', 'kurir', 'seenaknya', 'ngirim', 'barang', 'lama', 'tanpa', 'ada', 'penilaian', 'kasihan', 'yg', 'jadi', 'sasaran', 'sellernya']",saran tokopedia mencontoh shopee penilaian kurir kurir ngirim barang penilaian kasihan yg sasaran sellernya,saran tokopedia contoh shopee nilai kurir kurir ngirim barang nilai kasihan yg sasar sellernya
Master Xxx,mantap reekkk Tokopedia. kualitas oke banget.suka belanja disini,5,1,2025-05-24 05:28:24,mantap reekkk tokopedia kualitas oke bangetsuka belanja disini,mantap reekkk tokopedia kualitas oke bangetsuka belanja disini,"['mantap', 'reekkk', 'tokopedia', 'kualitas', 'oke', 'bangetsuka', 'belanja', 'disini']",mantap reekkk tokopedia kualitas oke bangetsuka belanja,mantap reekkk tokopedia kualitas oke bangetsuka belanja
Andy Zegoh,"sekarang pencarian sangat tidak akurat hasilnya, keywordnya apa hasilnya apa. sangat menyusahkan orang cari barang, ibarat untung - untungan aja nemu barang yang cocok. misal keyword 8/256 yang muncul malah semua yang ada angka 8 nya. udah gitu aplikasinya makin hari makin berat!",1,18,2025-05-24 05:13:11,sekarang pencarian sangat tidak akurat hasilnya keywordnya apa hasilnya apa sangat menyusahkan orang cari barang ibarat untung - untungan aja nemu barang yang cocok misal keyword  yang muncul malah semua yang ada angka  nya udah gitu aplikasinya makin  makin berat,sekarang pencarian sangat tidak akurat hasilnya keywordnya apa hasilnya apa sangat menyusahkan orang cari barang ibarat untung - untungan saja nemu barang yang cocok misal keyword yang muncul malah semua yang ada angka nya sudah gitu aplikasinya makin makin berat,"['sekarang', 'pencarian', 'sangat', 'tidak', 'akurat', 'hasilnya', 'keywordnya', 'apa', 'hasilnya', 'apa', 'sangat', 'menyusahkan', 'orang', 'cari', 'barang', 'ibarat', 'untung', '-', 'untungan', 'saja', 'nemu', 'barang', 'yang', 'cocok', 'misal', 'keyword', 'yang', 'muncul', 'malah', 'semua', 'yang', 'ada', 'angka', 'nya', 'sudah', 'gitu', 'aplikasinya', 'makin', 'makin', 'berat']",pencarian akurat hasilnya keywordnya hasilnya menyusahkan orang cari barang untung - untungan nemu barang cocok keyword muncul angka nya gitu aplikasinya berat,cari akurat hasil keywordnya hasil susah orang cari barang untung - untung nemu barang cocok keyword muncul angka nya gitu aplikasi berat
ADG fun,ini aplikasi tidak rekomendasi banget..saya return barang yg saya terima rusak dan saya bayar asuransi pengiriman..tetapi sampai sekarang tidak ada kepastian pengembalian dana dan pembayaran premi asuransinya..padahal barang sudah diterima pihak penjual..hati2 saja. buat yg lain transaksi disini..susah sekali mau komplain kalau ad kendala.,1,1,2025-05-24 01:03:11,ini aplikasi tidak rekomendasi bangetsaya return barang yg saya terima rusak dan saya bayar asuransi pengirimantetapi sampai sekarang tidak ada kepastian pengembalian dana dan pembayaran premi asuransinyapadahal barang sudah diterima pihak penjualhati saja buat yg lain transaksi disinisusah sekali mau komplain kalau ad kendala,ini aplikasi tidak rekomendasi bangetsaya return barang yg saya terima rusak dan saya bayar asuransi pengirimantetapi sampai sekarang tidak ada kepastian pengembalian dana dan pembayaran premi asuransinyapadahal barang sudah diterima pihak penjualhati saja buat yg lain transaksi disinisusah sekali mau komplain kalau ad kendala,"['ini', 'aplikasi', 'tidak', 'rekomendasi', 'bangetsaya', 'return', 'barang', 'yg', 'saya', 'terima', 'rusak', 'dan', 'saya', 'bayar', 'asuransi', 'pengirimantetapi', 'sampai', 'sekarang', 'tidak', 'ada', 'kepastian', 'pengembalian', 'dana', 'dan', 'pembayaran', 'premi', 'asuransinyapadahal', 'barang', 'sudah', 'diterima', 'pihak', 'penjualhati', 'saja', 'buat', 'yg', 'lain', 'transaksi', 'disinisusah', 'sekali', 'mau', 'komplain', 'kalau', 'ad', 'kendala']",aplikasi rekomendasi bangetsaya return barang yg terima rusak bayar asuransi pengirimantetapi kepastian pengembalian dana pembayaran premi asuransinyapadahal barang diterima penjualhati yg transaksi disinisusah komplain ad kendala,aplikasi rekomendasi bangetsaya return barang yg terima rusak bayar asuransi pengirimantetapi pasti kembali dana bayar premi asuransinyapadahal barang terima penjualhati yg transaksi disinisusah komplain ad kendala
Nanang Qosim,oke,3,15,2025-05-23 20:49:53,oke,oke,['oke'],oke,oke
Andy Prihatmoko,Kupon Bebas Ongkir menghilang bagi pengguna non-PLUS.,1,53,2025-05-23 17:54:10,kupon bebas ongkir menghilang bagi pengguna non-plus,kupon bebas ongkir menghilang bagi pengguna non-plus,"['kupon', 'bebas', 'ongkir', 'menghilang', 'bagi', 'pengguna', 'non-plus']",kupon bebas ongkir menghilang pengguna non-plus,kupon bebas ongkir hilang guna non-plus
Siti Nurhamidah,"bagus tokopedia akan lebih baik jika bisa diperlihatkan nama kurir yang mengantar supaya lebih amanah dan kita bisa memberi ulasan atau rating juga untuk kurir dan ekpedisi selain pada penjual, tokopedia mantap untuk belanja pengalaman saya selalu baik kurang baiknya dibagian kurir aja saya pake jne lama banget keterangannya pembeli tidak ada ditempat padahal selalu ada orang dirumah, jadi akan lebih baik jangan atau kurangi kerja sama dengan mitra yang ga profesional tokopedia keren",5,424,2025-05-23 17:43:26,bagus tokopedia akan lebih baik jika bisa diperlihatkan nama kurir yang mengantar supaya lebih amanah dan kita bisa memberi ulasan atau rating juga untuk kurir dan ekpedisi selain pada penjual tokopedia mantap untuk belanja pengalaman saya selalu baik kurang baiknya dibagian kurir aja saya pake jne lama banget keterangannya pembeli tidak ada ditempat padahal selalu ada orang dirumah jadi akan lebih baik jangan atau kurangi kerja sama dengan mitra yang ga profesional tokopedia keren,bagus tokopedia akan lebih baik jika bisa diperlihatkan nama kurir yang mengantar supaya lebih amanah dan kita bisa memberi ulasan atau rating juga untuk kurir dan ekpedisi selain pada penjual tokopedia mantap untuk belanja pengalaman saya selalu baik kurang baiknya dibagian kurir saja saya pake jne lama banget keterangannya pembeli tidak ada ditempat padahal selalu ada orang dirumah jadi akan lebih baik jangan atau kurangi kerja sama dengan mitra yang tidak profesional tokopedia keren,"['bagus', 'tokopedia', 'akan', 'lebih', 'baik', 'jika', 'bisa', 'diperlihatkan', 'nama', 'kurir', 'yang', 'mengantar', 'supaya', 'lebih', 'amanah', 'dan', 'kita', 'bisa', 'memberi', 'ulasan', 'atau', 'rating', 'juga', 'untuk', 'kurir', 'dan', 'ekpedisi', 'selain', 'pada', 'penjual', 'tokopedia', 'mantap', 'untuk', 'belanja', 'pengalaman', 'saya', 'selalu', 'baik', 'kurang', 'baiknya', 'dibagian', 'kurir', 'saja', 'saya', 'pake', 'jne', 'lama', 'banget', 'keterangannya', 'pembeli', 'tidak', 'ada', 'ditempat', 'padahal', 'selalu', 'ada', 'orang', 'dirumah', 'jadi', 'akan', 'lebih', 'baik', 'jangan', 'atau', 'kurangi', 'kerja', 'sama', 'dengan', 'mitra', 'yang', 'tidak', 'profesional', 'tokopedia', 'keren']",bagus tokopedia nama kurir mengantar amanah ulasan rating kurir ekpedisi penjual tokopedia mantap belanja pengalaman baiknya dibagian kurir pake jne banget keterangannya pembeli ditempat orang dirumah kurangi kerja mitra profesional tokopedia keren,bagus tokopedia nama kurir antar amanah ulas rating kurir ekpedisi jual tokopedia mantap belanja alam baik bagi kurir pake jne banget terang beli tempat orang rumah kurang kerja mitra profesional tokopedia keren
Anwar Mirai,"sangat mengkhawatirkan, Tokped ma Tiktok lg ke bobol keknya, sampe DANA aja ad yg ambil ahkir""ni sma sistem...asli KECEWA dan jadi takut bwat transaksi di sini lg.",1,1,2025-05-23 16:32:43,sangat mengkhawatirkan tokped ma tiktok lg ke bobol keknya sampe dana aja ad yg ambil ahkirni sma sistemasli kecewa dan jadi takut bwat transaksi di sini lg,sangat mengkhawatirkan tokped ma tiktok lg ke bobol keknya sampe dana saja ad yg ambil ahkirni sma sistemasli kecewa dan jadi takut bwat transaksi di sini lg,"['sangat', 'mengkhawatirkan', 'tokped', 'ma', 'tiktok', 'lg', 'ke', 'bobol', 'keknya', 'sampe', 'dana', 'saja', 'ad', 'yg', 'ambil', 'ahkirni', 'sma', 'sistemasli', 'kecewa', 'dan', 'jadi', 'takut', 'bwat', 'transaksi', 'di', 'sini', 'lg']",mengkhawatirkan tokped ma tiktok lg bobol keknya sampe dana ad yg ambil ahkirni sma sistemasli kecewa takut bwat transaksi lg,khawatir tokped ma tiktok lg bobol kek sampe dana ad yg ambil ahkirni sma sistemasli kecewa takut bwat transaksi lg
Gallen Ganendra,"sering nge bug min, lagi nyari barang belom kelar ngetik udah blank putih duluan entah kenapa",3,1,2025-05-23 15:35:41,sering nge bug min lagi nyari barang belom kelar ngetik udah blank putih duluan entah kenapa,sering nge bug min lagi nyari barang belom kelar ngetik sudah blank putih duluan entah kenapa,"['sering', 'nge', 'bug', 'min', 'lagi', 'nyari', 'barang', 'belom', 'kelar', 'ngetik', 'sudah', 'blank', 'putih', 'duluan', 'entah', 'kenapa']",nge bug min nyari barang belom kelar ngetik blank putih duluan,nge bug min nyari barang bom kelar ngetik blank putih duluan
